Background_%,Source,mAP50-95_mean,mAP50-95_var,mAP50_mean,mAP50_var,mAP75_mean,mAP75_var,Precision_mean,Precision_var,Recall_mean,Recall_var,F1_mean,F1_var,Inference Time (ms)_mean,Inference Time (ms)_var,Preprocessing Time (ms)_mean,Preprocessing Time (ms)_var,Postprocessing Time (ms)_mean,Postprocessing Time (ms)_var,Total Time (ms)_mean,Total Time (ms)_var,FPS_mean,FPS_var
0.0,TestSet::dataset::datamatrix140,0.306632195504522,,0.7715438463162451,,0.1917217353819784,,0.8429510591672754,,0.7786774628879892,,0.8095405121010172,,26.42195589950908,,0.6999045302617853,,6.917081781173661,,34.038942210944526,,29.37811621180374,
0.0,TestSet::dataset::datamatrixfit,0.3462445288254772,0.0008563416786329811,0.7134611905005861,0.003485017668067185,0.2629808441797343,0.0018509780630142241,0.8084124830393487,0.00024369947474911372,0.6619047619047619,0.0012414965986394567,0.764846715328467,0.003568222494538864,18.66261706097064,25.3201539733489,2.1806797590958915,0.013422142685944067,2.550619109564163,0.8315290449008415,23.39391592963069,30.782275349469842,44.20413967076408,85.03509742283781
0.0,TestSet::dataset::dmcode,0.6135014344017614,,0.9071000121712938,,0.6815460255838669,,0.9469231187427156,,0.8190255220417634,,0.8783428733433001,,20.47173924924736,,0.6828303486935655,,2.42846561856916,,23.583035216510083,,42.403362875865824,
0.0,TestSet::dataset::implementacao,0.5639206102668982,,0.9128284153005464,,0.5977357546288109,,0.989140628723962,,0.8309859154929577,,0.9031920703789278,,22.8423206647858,,2.302987719886005,,2.392817777581513,,27.53812616225332,,36.31329140218357,
0.0,TestSet::dataset::pcbdataset,0.5065516597161536,5.827786780178827e-05,0.8219023802670652,0.0004121362435221003,0.5793033059928953,0.0007248388347732329,0.8636254194053831,0.0025951709253257574,0.7526881720430106,0.0003468609087755804,0.8035269363802865,0.00024556300715117654,15.605449454031055,32.924791781380506,1.306348653613693,0.020730894579124123,0.8569373205925029,1.6448515967251764,17.768735428237253,51.283126013336386,61.70209244471588,407.5980660024335
0.0,TestSet::dataset::qrv2,0.6825037441807712,,0.9674556238007832,,0.7964814970254988,,0.9801660516605166,,0.9386042402826856,,0.9589350180505416,,20.14070975674372,,0.5482988089117661,,2.2243625713584936,,22.913371137013986,,43.64263966311845,
0.0,TestSet::dataset::real2dcodes,0.6358572924911923,,0.96915421736414,,0.8594326633012206,,0.9906588750526611,,0.9319526627218936,,0.960409482950542,,20.243736815297257,,0.8083507681388092,,2.249863128642023,,23.30195071207809,,42.914862036922536,
0.0,TestSet::dataset::recntagledmtest,0.3066032615604838,,0.9173929002337542,,0.0719072719585059,,0.8111415959228429,,0.9395973154362416,,0.8706569106596526,,20.400128993218377,,0.6474445522737527,,2.273305371763063,,23.3208789172552,,42.88003053178655,
0.0,TestSet::global::global,0.3791200709912241,0.0008849827812879128,0.8285970624001577,0.0005888017369245946,0.2903080291954971,0.0015658629537038797,0.8619250724545425,0.0002720410062073428,0.8208129398257945,0.00029238683850603436,0.8408610910442063,0.0002760859917344573,12.126499532583964,47.2587600253497,0.31089388228122045,0.038760588469718686,0.8443622988417756,1.4737761911511749,13.281755713706959,68.64728001391575,93.03663217116527,1820.7115565004083
5.0,TestSet::dataset::datamatrix140,0.3820691458472318,0.0020436966977891956,0.8272200733133928,0.0003721343070328233,0.3042850908615437,0.006011205370004579,0.879698330819927,0.0012454954389032862,0.8270874424720578,0.00032756544217022425,0.8521460431904649,0.00018748348753444213,16.48525253338161,11.578356422464882,0.5748957058804184,0.010483319176118958,6.064945635106941,3.248032658146636,23.125093874368968,27.957980576954213,44.644287136154105,84.94903248287692
5.0,TestSet::dataset::datamatrixfit,0.3847748150411991,0.00316127328016336,0.7637320994829978,0.00046558799767852226,0.3586557915588573,0.03217026040752979,0.839950055329886,0.0020282977844780867,0.7142857142857143,0.0038775510204081595,0.7695396244715923,0.0004430592119400149,13.053744513955381,5.191790896873721,2.007679222455991,0.003023395898711781,1.4299614099310893,1.3055432880569842,16.491385146342463,11.397659914082828,62.6118291842509,209.44233846873516
5.0,TestSet::dataset::dmcode,0.5255235509506101,0.006780195441843138,0.7776568206879041,0.008722754753171127,0.6019705076782292,0.008381964186377726,0.8096644988941962,0.006720965186496601,0.7950502706883217,0.015085692547592521,0.801828580732786,0.010531151417619315,9.3607979513287,2.4510526878110666,0.4848076844431251,0.005872585243481693,0.4420813631463645,0.027696901896887928,10.287686998918188,3.0715475677596866,98.94766704643173,235.86157929694073
5.0,TestSet::dataset::implementacao,0.6909810915471052,0.0011240466991360675,0.9323668092212447,0.00022181833695816155,0.7844592869793514,0.0011485625082414915,0.9848484848484849,0.0006887052341597783,0.8685446009389671,0.0010579911393242085,0.9225662814506914,0.0002719182703254161,13.333010872205099,1.930153693191711,2.0339676241079965,0.01344995571115351,2.101707266022762,0.47572065194654933,17.468685762335856,4.794497657337456,57.891872749631034,59.95225738157069
5.0,TestSet::dataset::pcbdataset,0.4056305138949204,0.002926317405132895,0.6668928846534913,0.013868029715441729,0.493649235921873,0.0034609045571751085,0.7840717717743343,0.028009532111825355,0.623527828904173,0.004500977478259311,0.6866193525020572,0.00508403405935375,12.715290435072449,0.38510620904911524,1.1560028108457725,0.012734915241682378,0.11567181597153343,0.001064134584896741,13.986965061889755,0.49022355136070994,71.61149571677603,12.157481036176362
5.0,TestSet::dataset::qrv2,0.6687021137265461,0.001202068980994269,0.9461089501870191,0.0014569471978205903,0.7544858433493866,0.0025158311808823187,0.9469602759559993,0.0015235978195004712,0.9056242638398114,0.003750189892910799,0.9257188607206944,0.002574484882184262,9.324572974698802,3.072082566588662,0.3668345360957274,0.00462022427052888,0.20472509164491712,0.010198478305832724,9.896132602439446,3.690958971011873,103.38680033505021,326.16673208169567
5.0,TestSet::dataset::real2dcodes,0.5648330512957139,0.001119204692990166,0.9578494128877239,0.00013941923106781183,0.6476859041305815,0.03486714256670057,0.9806027519080768,4.832388697482951e-05,0.9034433813261223,0.0008488436377391219,0.9403362648663943,0.0003545960784944106,9.73160408413896,2.4696420193469613,0.5675857651165161,0.0035428992882208907,0.4736197014634138,0.09674441751402815,10.77280955071889,3.425527440458094,94.52445175572284,219.9874223070513
5.0,TestSet::dataset::recntagledmtest,0.32960474941479023,0.00326133420024082,0.8815152780418966,0.0041577075103163335,0.12717073316394334,0.007477954831360715,0.8286632438145123,0.0003480709896769513,0.8834088727495755,0.008692500707263032,0.8534151811773767,0.0021128686179890215,9.252848084661705,2.624264384848019,0.44209531852570566,0.005067993801678427,0.2878081412864444,0.013006187529237222,9.982751544473855,3.2457286724586396,102.18246883011159,279.02637784706207
5.0,TestSet::global::global,0.4072531023065957,0.0011958260562972842,0.8394876321068842,9.288367199473808e-05,0.34045449165107605,0.003765760422198327,0.8741830858962941,0.00045630319019719575,0.8323572720993203,0.0003587188908455465,0.8524445955235064,5.143244191308599e-06,9.205392366740101,3.0033278226684113,0.34616716849451185,0.005085617014932934,0.19807984352099817,0.01091788236356547,9.749639378755612,3.640743737623464,104.97627171162894,340.7365447176683
10.0,TestSet::dataset::datamatrix140,0.3686269738181705,0.002715329668525798,0.8228232411224065,0.002053758705224785,0.27757540813519394,0.0052541177306651456,0.8707226408976824,0.0010440816410563572,0.8315339631129105,0.00286283984779919,0.8505670639809529,0.0018893909798002521,14.55782469425161,12.565501637052668,0.5377118786176046,0.0015870661370228885,6.533789287431766,2.5603094676768823,21.62932586030098,24.918405658745378,47.75479100897119,98.21712655300344
10.0,TestSet::dataset::datamatrixfit,0.35435386207590175,0.0008383708156273117,0.7509143054134421,0.004343012326550734,0.31498878189533436,0.002741022060672328,0.8168080723038432,8.918869536634998e-05,0.734865631333672,0.004668940944572322,0.772776285363545,0.0018220651022504161,15.503434799124603,7.185492856133458,1.911635544102371,0.008019981734778109,1.7305335084743358,0.11290632984233007,19.14560385170131,9.621529559316262,53.2135461640078,83.20491448151125
10.0,TestSet::dataset::dmcode,0.6081877374534789,0.001026525640665612,0.9187073181344583,0.0007384222948214194,0.6772984259918711,0.005204408527635669,0.9162338790418328,0.0004838785162343188,0.8731631863882443,0.001972068051600352,0.8938128648104261,0.0007862140275573111,9.59258446741176,3.350144784543512,0.4565473149075083,0.001060017766168609,0.44835038262642807,0.01668074121567317,10.497482164945696,3.8955962883476087,97.33027331018415,272.55054497330775
10.0,TestSet::dataset::implementacao,0.711635992898179,7.981628395285146e-05,0.9378633810633811,0.0003762216437900319,0.7704413543456724,0.000250046402087608,0.9883249465471687,0.00010675838901203893,0.8779342723004695,0.0016531111551940786,0.9293655021385496,0.0003532449174156204,16.14235388425489,4.469694647098871,1.9975563169767458,0.003943547440567251,1.2382052248964708,0.046175954029521266,19.378115426128108,3.4008688673739518,51.90450662822832,22.366922313666265
10.0,TestSet::dataset::pcbdataset,0.4532528190339303,0.0038071541581754637,0.7392438589113182,0.012494469917037837,0.545983220132146,0.003609383793303227,0.8614161454234983,0.017990933004674553,0.5913978494623656,0.018036767256330216,0.6960536945137283,0.014824710465503349,10.883349945975676,10.263599875672696,1.3300971283266942,0.14443141255244338,0.20464834136267498,0.0255884633930597,12.418095415665043,10.487570581844544,83.95556012044834,392.9223084079316
10.0,TestSet::dataset::qrv2,0.7091242649582145,6.1024509556973456e-05,0.9683666451641746,9.816812412517265e-05,0.8174478994928989,0.0001348539122533465,0.9481749983173676,0.0009027991071260824,0.9374263839811543,0.0005631105187145946,0.9426690856250278,0.000587904444796593,9.449299286711996,3.9234570452155317,0.3308425626142684,8.083526816553048e-05,0.17975714931816378,0.004008373673564866,9.959898998644428,4.214755500182758,103.01111091385143,360.36437075629925
10.0,TestSet::dataset::real2dcodes,0.5930268539466154,5.56464569807738e-05,0.95792675622077,3.177952468007877e-05,0.7954628518053742,0.0005565506915630126,0.9844453136409279,0.0002960091226819072,0.8958157971690736,5.996466360203496e-05,0.9380288219376901,0.00014473210585535214,10.001810712792377,4.427273134364698,0.5907261415210513,0.0030840970121661405,0.34686698322354687,0.003170387871828232,10.939403837536974,4.608035163151079,93.57664459251397,273.82878183668134
10.0,TestSet::dataset::recntagledmtest,0.3672168021105708,0.0008529717379245969,0.9420510574991172,0.00017060502525305306,0.13865749389790027,0.0010935466843782133,0.8429469646879449,0.000744807858574132,0.9460948075663462,0.00020570864164193368,0.8912406500911487,0.00010965629491532878,9.435718659770446,3.1722966890581894,0.41607807688178844,0.0010605674049831816,0.2612331555228329,0.006705719324338569,10.113029892175069,3.160824379053958,100.76728829447659,258.6726666713102
10.0,TestSet::global::global,0.407830473196051,0.0013295093964178452,0.8474525494175854,0.0009080826825247117,0.33512802746196196,0.0027590500408529064,0.8676866251522579,0.000589808787642748,0.8500672793380858,0.0019727623954368047,0.8587003383549138,0.0011994615393658913,9.377182468295025,4.015516563343977,0.3066424904286189,1.2108582835254299e-06,0.17919056102537492,0.008795377408359088,9.86301551974902,4.395782665778838,104.18442567980348,389.1402203865094
20.0,TestSet::dataset::datamatrix140,0.31110698902044726,0.0003202202064038567,0.761915190227045,0.000610097929725119,0.2018884824547761,0.0003376899715616366,0.8409697058558961,0.00020784614544227406,0.7607875705041698,0.000807067561089982,0.7987972938518341,0.0004631955747015622,18.190788010419425,52.111235494278546,0.7320143619162888,0.10393276095737473,5.640987945604796,3.9252280649430062,24.563790317940512,90.05940048738832,44.34193855010083,199.55341875195703
20.0,TestSet::dataset::datamatrixfit,0.41505118881279257,0.0007985958112038431,0.7458293360636782,0.004553312745711451,0.4595048286610874,0.007046309008619152,0.8164823939035815,0.002951889821130163,0.6619047619047619,0.0015476190476190533,0.7310810751318639,0.0020717548422553933,19.33501296816698,37.81037520777766,2.175098345949759,0.09831823407841445,1.6826342645229078,0.5243693538918792,23.19274557863965,43.36685211058763,45.20801173667018,122.11008841860875
20.0,TestSet::dataset::dmcode,0.45904054675617373,0.0006679317331414899,0.7593393298269974,0.015406561364774626,0.4552399950592681,0.002674419513789139,0.9292332806428001,0.0002981260118043462,0.6984431453882344,0.026238250027111963,0.78885444383666,0.011453793500493222,11.990941306605146,36.65235382385326,0.5943363625266099,0.046374275466902766,0.9193617605380829,0.40317641905230633,13.504639429669838,47.464011309017515,85.51003162971824,1135.7506612675647
20.0,TestSet::dataset::implementacao,0.6760273102154356,0.0004756497866457674,0.9107537373737373,0.0002142656934190399,0.8166275791846377,0.00014433237223271492,1.0,0.0,0.8215962441314554,0.000859617800700921,0.9018708686076601,0.0003168149185681513,18.276798898975056,25.92059194464898,2.274656506876151,0.1921879671215292,1.797809476653735,1.4979134668329679,22.34926488250494,45.32983463942817,47.21028289156565,151.5892516378686
20.0,TestSet::dataset::pcbdataset,0.4760961970536745,0.00024205404412857797,0.8019807214327987,0.0003541368451973198,0.5726705223106833,0.0006268500102599421,0.8611451867072195,0.0016902526947919429,0.6989247311827956,0.0003468609087755831,0.7709260461392935,5.874951298168816e-05,13.203754959007101,22.97118554369209,1.4121170259184306,0.021414588031574054,0.8895292360749508,1.8682281647300871,15.505401221000485,38.91511311032032,71.08965433009418,622.274472390285
20.0,TestSet::dataset::qrv2,0.7142961236274915,0.0006780466483898239,0.9795804742168558,1.6030409635871658e-05,0.8264989655792122,0.0019349510901002028,0.9684389346178065,6.989359357880914e-05,0.960836277974087,7.868850070962069e-06,0.9646141188290973,2.6094213541112447e-05,11.854974825442255,39.377127339416816,0.47164890137592197,0.06426065503315995,0.6486705051985233,0.7918225017670804,12.9752942320167,55.03058043343861,92.1702155298345,1569.6817342451861
20.0,TestSet::dataset::real2dcodes,0.5687260181720939,0.00032597057620839374,0.9510099134654842,0.00034349543455532947,0.6499566895920706,0.014712085885042124,0.9753140802099072,0.00024152263218685027,0.8889868441150494,0.0007452947284364707,0.9301125764846382,0.00047635715304600535,12.141668674698566,31.379895466064404,0.6890757906648681,0.07475112448065246,0.8196694184729174,0.6876850387794238,13.650413883836356,44.93871779619403,83.7486561623407,1026.765438909019
20.0,TestSet::dataset::recntagledmtest,0.3609387725471616,0.001396419857140601,0.9184368576600336,0.0004269708820888359,0.15386037406027778,0.003630175540275562,0.8607874743821015,7.380866895405951e-05,0.9129230511780847,0.00013782455876719778,0.8860765744468843,8.69687764837004e-05,12.084930399989547,41.991584962782774,0.5476980459997836,0.06192364020956768,0.7541693052769625,0.4840292351121313,13.386797751266295,55.11878049529434,88.43674454273251,1380.36071731047
20.0,TestSet::global::global,0.353018688555746,0.00010631062529472488,0.7894214450899449,0.0005055926411627318,0.2610383784839726,0.00010967601161796413,0.8345065895539377,0.00016307888499041132,0.760824134707584,0.0012154300999620673,0.7958346080398718,0.0006052443150546869,11.94078148516636,42.08452877983415,0.45049021248488225,0.06521671112521489,0.6581396594847554,0.8149609971882791,13.049411357135995,58.45102242865165,92.43915025793228,1637.997464897815
30.0,TestSet::dataset::datamatrix140,0.28252916454293275,0.0003487619166098968,0.7180863519789421,0.0005350494040595258,0.17337086840812688,0.0003860667431809594,0.8199975218780898,0.00018024761859439722,0.6759403439565382,0.00025241836128502194,0.7409747725376539,0.00016675251305919636,18.48166012178875,45.470379381380326,0.6915527601110734,0.068639857271201,6.126643371068488,4.155896500442116,25.29985625296831,81.2089113568754,42.50805796040032,157.71463571458543
30.0,TestSet::dataset::datamatrixfit,0.4041317435131045,0.0006696527202175107,0.7340477255565707,0.0015580476868828708,0.4397083243574653,0.006070019091034206,0.8091860095920858,0.0005419135445314842,0.6642857142857143,0.0009693877551020422,0.7292277442602852,0.00043414835064107133,16.12444821550371,52.24860386765437,2.083202793561166,0.14251952424614373,5.041014762242246,29.536472258680618,23.248665771307117,168.39600442094522,51.07380971627151,471.2962541798681
30.0,TestSet::dataset::dmcode,0.606510974627663,0.00014325569702518362,0.8237341670318356,0.0005063455577086582,0.731163689594227,1.3771753865225501e-05,0.8390210425560113,0.0009416305163594354,0.8125717682304433,0.013713628392059578,0.8218834337961823,0.0036424941320990227,11.77572967583238,32.57873449927898,0.6525492494363002,0.09415631756541247,0.9340934703457301,1.0947165930345089,13.362372395614413,49.841133311368495,87.28335748584708,1248.6718837058468
30.0,TestSet::dataset::implementacao,0.6687566991596546,0.00025725257841110723,0.916960335941381,0.0007996990334700881,0.8081366476546098,0.0008235819327781116,0.9945355191256832,8.958165367732708e-05,0.835680751173709,0.003240097864180385,0.9074684298564896,0.0011337125536754708,17.050228578348953,30.23952052555066,1.8941879955430825,0.23558802402522125,1.5886483279367287,0.9721362514512375,20.53306490182877,46.02151177660188,52.01988389661553,230.8085708278383
30.0,TestSet::dataset::pcbdataset,0.5351645905821842,0.0010866073655401716,0.8699635034554486,0.006855133302131778,0.6107814509651508,0.0017243007769492695,0.946459593520219,0.002399396964700201,0.7634408602150539,0.031564342698577864,0.8347365316042193,0.01007952780011171,12.70799022167921,19.989031985257338,1.6671576123270724,0.6428522308846631,0.716191137002574,0.6386582761986633,15.091338971008858,35.3247712496899,72.68562307988243,612.6893933872268
30.0,TestSet::dataset::qrv2,0.7093294461449927,0.0005916824990629217,0.9747875615460971,1.1036836776944123e-05,0.8423366018587313,0.002766049388836008,0.9728666645586562,5.233685802492889e-06,0.9528857479387515,2.913425480819313e-05,0.9627659522234447,8.046340298292883e-06,12.101438842840736,43.074849147302075,0.46495202289810456,0.06018628869079872,0.7035464179742038,0.9455470980414379,13.269937283713043,60.54170471524794,90.93071092870599,1587.1785884563024
30.0,TestSet::dataset::real2dcodes,0.5578956846056466,0.0006841891717276005,0.9341930006843352,0.0017955007431594936,0.6007587954955088,0.0005856158587490839,0.9382245329177946,0.0017354815544544512,0.8744465351354863,0.002578215878185869,0.9051792362934886,0.002165910941359966,12.32348566304585,36.42709704522397,0.707589906359105,0.028762422146056822,0.9125650839932661,0.868872335169485,13.94364065339822,50.79909227570023,82.86172170526396,1069.536717202724
30.0,TestSet::dataset::recntagledmtest,0.37428208261560014,0.0006250173872646802,0.9592772930868493,0.00017272145747608563,0.16489401047972144,0.0012256573421442845,0.8887298477364434,0.0008002333412284048,0.9404804257401821,2.6685694961689e-05,0.913663898843755,0.00015521873130637317,11.968075550006082,37.23364587108554,0.5276663637166653,0.04313869105966,0.7168426784936447,0.7565293153182766,13.212584592216393,51.53442296717364,89.02184728504993,1355.6401883884596
30.0,TestSet::global::global,0.34243323629092526,0.0003190986802890781,0.7662479990888427,0.00037831842976959935,0.25537570940141646,0.00036414238183527425,0.837893570317115,0.00012702114122291043,0.7191874946319677,0.00022600232020712963,0.7739766880011939,0.0001447649408845841,11.97145986288258,41.63187229699629,0.4532940945199626,0.06519416057949984,0.7092429513198694,0.9922708696827829,13.133996908722414,59.34751104319765,91.88127294332942,1620.9001045321488
